,refs-en,refs-fa
136,"Eurozone finance ministers assembled in Brussels to discuss the Greek debt crisis and sweeping political shuffle, but their focus extended beyond Greece to include other, bigger ailing European Union economies and approaches to shoring up the EU bailout fund, which is slated to launch in coming months.

",
137,"
""We welcome the intention of Greece to form a national unity government,"" Euro Group President Jean-Claude Juncker told reporters after the EU finance ministers' meeting.
",
138," But he reiterated EU expectations that all political parties in governing roles in Greece remain dedicated to adhering to austerity measures and keeping the common currency, the euro.",
139,"

""We underlined the importance of sustained cross-party support for the program in Greece,"" said Juncker, who is also prime minister of Luxembourg, home to one of Europe's best-known banking centers.
",
140,"
""In this context we asked the new Greek authorities to send a letter, co-signed also by the leaders of the two main parties of the incoming coalition government, reaffirming their strong commitment,"" he said.
",
141,"
On Sunday, Greek President Karolos Papoulias announced that Papandreou would step down from his post as prime minister -- so long as a controversial 130 billion euro bailout deal cobbled together late last month is approved.",
142,"The bailout, the second it has received from the European Union and International Monetary Fund, comes with a hefty price tag - the imposition of additional austerity measures that include slashing government jobs, privatizing some businesses and reducing pensions.",
143,"Though Greece ranks 32nd in terms of gross domestic product, experts say it wields a disproportionate influence internationally. ",
144,"Economists worry that a Greek default on its debt could pull down larger European economies, particularly those of Italy and Spain, as well as struggling Portugal and Ireland.
",
145,"But German Finance Minister Wolfgang Schaeuble told reporters in Brussels that Italy's woes do not warrant that level of concern over the Greek crisis.
",
146,"""Italy's actual numbers don't justify this nervousness in the markets,"" he said.",
147," ""Italy definitively announced a plethora of measures at the meeting of the heads of state and government on the 27th of October that have the wherewithal to win back new trust for Italy in the markets, if they are implemented.""",
148,What started as the Occupy Wall Street movement in New York in September has spread across major cities worldwide as a call to action against unequal distribution of wealth.,
149,"Up to 20 protesters in Atlanta moved to the suburbs Monday, taking up position in a home with a family of five facing foreclosure.",
150," Members of Occupy Atlanta will stay in Snellville for 48 hours, according to a group spokesman.",
151,"Protesters plan to canvass the neighborhood with the family to drum up support to help occupy other homes facing foreclosure, said Tim Franzen.",
152,"""At every level of society, Americans are under attack,"" said protester Karen Bocker.
",
153," ""When the economy tanks, social programs are cut, not corporate tax breaks.""",
154,"
Some 1,500 members of the Jane Addams Senior Caucus hit the streets with Occupy Chicago, according to a statement from the group.
",
155," More than 40 protesters linked arms in a downtown intersection, blocking traffic -- some of them sitting on the pavement -- to protest threats to Social Security, Medicare and Medicaid.",
156,"
Police issued citations to 43 people, who will be required to pay a fine, said Chicago police spokesman Veejay Zala. ",
157,"The demonstrations were peaceful, and there were no reports of injuries, he said.",
158,Protesters face a possible showdown with the city over the site of their demonstration. ,
159,"The plaza has been scheduled for a $50 million renovation, scheduled to begin this month. There have been negotiations between the city and the demonstrators over alternative sites.",
160,"Beset by rain and cold, Occupy protesters in Tucson, Arizona, solicited material donations online Monday to help winterize their camp, while lawyers representing the group announced a lawsuit intended to stop arrests.",
161,"Occupy campers asked the public for waterproof tarps, warm and dry outerwear, sleeping bags, blankets and better tents in an entry on their blog. ",
162,"They included a request for delivery to their location.
",
163,"
Also Monday, volunteer attorneys calling themselves the Occupy Tucson Legal Working Group said that they have filed a civil rights suit in federal court, ""and will ask for a temporary restraining order to stop arrests at Veinte De Agosto Park,"" where protesters are camped out.",
164,"A Texas court granted a stay of execution for convicted murderer Henry ""Hank"" Skinner on Monday, giving Skinner time to pursue DNA testing his lawyers say could prove his innocence.
",
165,"
Skinner had been scheduled to die by lethal injection Wednesday evening for the New Year's Eve 1993 killings of his live-in girlfriend, Twila Busby, and her two adult sons in the Texas Panhandle town of Pampa.",
166," But the state Court of Criminal Appeals halted the proceeding Monday afternoon, ruling that it needed time to review the state's revised law on DNA testing.",
167,"In a written statement, Skinner's lawyer, Rob Owen, said the decision ""has ensured that Mr. ",
168,"Skinner's request for DNA testing will receive the thorough and serious consideration it deserves.""
",
169,"
Skinner, now 49, has strongly denied any involvement in the crime and claims that the DNA analysis of untested evidence will not only show him innocent but help determine the real killer.",
170, He came within 45 minutes of execution in March 2010 before the U.S. Supreme Court stepped in and handed him a legal reprieve.,
171,"""Executing Mr. Skinner without testing all the relevant evidence would suggest official indifference to the possibility of error in this case and needlessly undermine public confidence in Texas's criminal justice system,"" former Texas Gov. ",
172,"Mark White and 16 other current and former Texas lawmakers, prosecutors and judges wrote in an October 27 letter to Gov. ",
173,"Rick Perry, Texas Attorney General Greg Abbott and Gray County District Attorney Lynn Switzer.",
174,"Owen requested a 30-day reprieve from Perry's office Monday afternoon, shortly before the appeals court issued its ruling, arguing that ""substantial new evidence"" has come to light since his trial to support Skinner's claim of innocence.",
175,"""Physical evidence from the crime scene, witness accounts and expert testimony all demonstrate that Mr. Skinner was so severely impaired at the time of the murders as a result of his extreme intoxication from drugs and alcohol that he would have lacked the physical and mental coordination to perform even simple tasks, let alone commit these three murders,"" Owen wrote.
",
